sentence,author
"This will not only lessen the call for military establishments, but if circumstances should at any time oblige the government to form an army of any magnitude that army can never be formidable to the liberties of the people while there is a large body of citizens, little, if at all, inferior to them in discipline and the use of arms, who stand ready to defend their own rights and those of their fellow-citizens",Hamilton
"This appears to me the only substitute that can be devised for a standing army, and the best possible security against it, if it should exist",Hamilton
"""Thus differently from the adversaries of the proposed Constitution should I reason on the same subject, deducing arguments of safety from the very sources which they represent as fraught with danger and perdition",Hamilton
"But how the national legislature may reason on the point, is a thing which neither they nor I can foresee",Hamilton
"There is something so far-fetched and so extravagant in the idea of danger to liberty from the militia, that one is at a loss whether to treat it with gravity or with raillery; whether to consider it as a mere trial of skill, like the paradoxes of rhetoricians; as a disingenuous artifice to instil prejudices at any price; or as the serious offspring of political fanaticism",Hamilton
"Where in the name of common-sense, are our fears to end if we may not trust our sons, our brothers, our neighbors, our fellow-citizens? What shadow of danger can there be from men who are daily mingling with the rest of their countrymen and who participate with them in the same feelings, sentiments, habits and interests? What reasonable cause of apprehension can be inferred from a power in the Union to prescribe regulations for the militia, and to command its services when necessary, while the particular States are to have the SOLE AND EXCLUSIVE APPOINTMENT OF THE OFFICERS? If it were possible seriously to indulge a jealousy of the militia upon any conceivable establishment under the federal government, the circumstance of the officers being in the appointment of the States ought at once to extinguish it",Hamilton
There can be no doubt that this circumstance will always secure to them a preponderating influence over the militia,Hamilton
"In reading many of the publications against the Constitution, a man is apt to imagine that he is perusing some ill-written tale or romance, which instead of natural and agreeable images, exhibits to the mind nothing but frightful and distorted shapes ""Gorgons, hydras, and chimeras dire""; discoloring and disfiguring whatever it represents, and transforming everything it touches into a monster",Hamilton
A sample of this is to be observed in the exaggerated and improbable suggestions which have taken place respecting the power of calling for the services of the militia,Hamilton
"That of New Hampshire is to be marched to Georgia, of Georgia to New Hampshire, of New York to Kentucky, and of Kentucky to Lake Champlain",Hamilton
"Nay, the debts due to the French and Dutch are to be paid in militiamen instead of louis d'ors and ducats",Hamilton
"At one moment there is to be a large army to lay prostrate the liberties of the people; at another moment the militia of Virginia are to be dragged from their homes five or six hundred miles, to tame the republican contumacy of Massachusetts; and that of Massachusetts is to be transported an equal distance to subdue the refractory haughtiness of the aristocratic Virginians",Hamilton
"Do the persons who rave at this rate imagine that their art or their eloquence can impose any conceits or absurdities upon the people of America for infallible truths?If there should be an army to be made use of as the engine of despotism, what need of the militia? If there should be no army, whither would the militia, irritated by being called upon to undertake a distant and hopeless expedition, for the purpose of riveting the chains of slavery upon a part of their countrymen, direct their course, but to the seat of the tyrants, who had meditated so foolish as well as so wicked a project, to crush them in their imagined intrenchments of power, and to make them an example of the just vengeance of an abused and incensed people? Is this the way in which usurpers stride to dominion over a numerous and enlightened nation? Do they begin by exciting the detestation of the very instruments of their intended usurpations? Do they usually commence their career by wanton and disgustful acts of power, calculated to answer no end, but to draw upon themselves universal hatred and execration? Are suppositions of this sort the sober admonitions of discerning patriots to a discerning people? Or are they the inflammatory ravings of incendiaries or distempered enthusiasts? If we were even to suppose the national rulers actuated by the most ungovernable ambition, it is impossible to believe that they would employ such preposterous means to accomplish their designs",Hamilton
"In times of insurrection, or invasion, it would be natural and proper that the militia of a neighboring State should be marched into another, to resist a common enemy, or to guard the republic against the violence of faction or sedition",Hamilton
"This was frequently the case, in respect to the first object, in the course of the late war; and this mutual succor is, indeed, a principal end of our political association",Hamilton
"If the power of affording it be placed under the direction of the Union, there will be no danger of a supine and listless inattention to the dangers of a neighbor, till its near approach had superadded the incitements of selfpreservation to the too feeble impulses of duty and sympathy",Hamilton
"IT HAS been already observed that the federal government ought to possess the power of providing for the support of the national forces; in which proposition was intended to be included the expense of raising troops, of building and equipping fleets, and all other expenses in any wise connected with military arrangements and operations",Hamilton
"But these are not the only objects to which the jurisdiction of the Union, in respect to revenue, must necessarily be empowered to extend",Hamilton
"It must embrace a provision for the support of the national civil list; for the payment of the national debts contracted, or that may be contracted; and, in general, for all those matters which will call for disbursements out of the national treasury",Hamilton
"The conclusion is, that there must be interwoven, in the frame of the government, a general power of taxation, in one shape or another",Hamilton
"Money is, with propriety, considered as the vital principle of the body politic; as that which sustains its life and motion, and enables it to perform its most essential functions",Hamilton
"A complete power, therefore, to procure a regular and adequate supply of it, as far as the resources of the community will permit, may be regarded as an indispensable ingredient in every constitution",Hamilton
"From a deficiency in this particular, one of two evils must ensue; either the people must be subjected to continual plunder, as a substitute for a more eligible mode of supplying the public wants, or the government must sink into a fatal atrophy, and, in a short course of time, perish",Hamilton
"In the Ottoman or Turkish empire, the sovereign, though in other respects absolute master of the lives and fortunes of his subjects, has no right to impose a new tax",Hamilton
"The consequence is that he permits the bashaws or governors of provinces to pillage the people without mercy; and, in turn, squeezes out of them the sums of which he stands in need, to satisfy his own exigencies and those of the state",Hamilton
"In America, from a like cause, the government of the Union has gradually dwindled into a state of decay, approaching nearly to annihilation",Hamilton
"Who can doubt, that the happiness of the people in both countries would be promoted by competent authorities in the proper hands, to provide the revenues which the necessities of the public might require?The present Confederation, feeble as it is intended to repose in the United States, an unlimited power of providing for the pecuniary wants of the Union",Hamilton
"But proceeding upon an erroneous principle, it has been done in such a manner as entirely to have frustrated the intention",Hamilton
"Congress, by the articles which compose that compact (as has already been stated), are authorized to ascertain and call for any sums of money necessary, in their judgment, to the service of the United States; and their requisitions, if conformable to the rule of apportionment, are in every constitutional sense obligatory upon the States",Hamilton
These have no right to question the propriety of the demand; no discretion beyond that of devising the ways and means of furnishing the sums demanded,Hamilton
"But though this be strictly and truly the case; though the assumption of such a right would be an infringement of the articles of Union; though it may seldom or never have been avowedly claimed, yet in practice it has been constantly exercised, and would continue to be so, as long as the revenues of the Confederacy should remain dependent on the intermediate agency of its members",Hamilton
"What the consequences of this system have been, is within the knowledge of every man the least conversant in our public affairs, and has been amply unfolded in different parts of these inquiries",Hamilton
"It is this which has chiefly contributed to reduce us to a situation, which affords ample cause both of mortification to ourselves, and of triumph to our enemies",Hamilton
"What remedy can there be for this situation, but in a change of the system which has produced it in a change of the fallacious and delusive system of quotas and requisitions? What substitute can there be imagined for this ignis fatuus in finance, but that of permitting the national government to raise its own revenues by the ordinary methods of taxation authorized in every well-ordered constitution of civil government? Ingenious men may declaim with plausibility on any subject; but no human ingenuity can point out any other expedient to rescue us from the inconveniences and embarrassments naturally resulting from defective supplies of the public treasury",Hamilton
The more intelligent adversaries of the new Constitution admit the force of this reasoning; but they qualify their admission by a distinction between what they call INTERNAL and EXTERNAL taxation,Hamilton
"The former they would reserve to the State governments; the latter, which they explain into commercial imposts, or rather duties on imported articles, they declare themselves willing to concede to the federal head",Hamilton
"This distinction, however, would violate the maxim of good sense and sound policy, which dictates that every POWER ought to be in proportion to its OBJECT; and would still leave the general government in a kind of tutelage to the State governments, inconsistent with every idea of vigor or efficiency",Hamilton
"Who can pretend that commercial imposts are, or would be, alone equal to the present and future exigencies of the Union? Taking into the account the existing debt, foreign and domestic, upon any plan of extinguishment which a man moderately impressed with the importance of public justice and public credit could approve, in addition to the establishments which all parties will acknowledge to be necessary, we could not reasonably flatter ourselves, that this resource alone, upon the most improved scale, would even suffice for its present necessities",Hamilton
"Its future necessities admit not of calculation or limitation; and upon the principle, more than once adverted to, the power of making provision for them as they arise ought to be equally unconfined",Hamilton
"I believe it may be regarded as a position warranted by the history of mankind, that, IN THE USUAL PROGRESS OF THINGS, THE NECESSITIES OF A NATION, IN EVERY STAGE OF ITS EXISTENCE, WILL BE FOUND AT LEAST EQUAL TO ITS RESOURCES",Hamilton
"To say that deficiencies may be provided for by requisitions upon the States, is on the one hand to acknowledge that this system cannot be depended upon, and on the other hand to depend upon it for every thing beyond a certain limit",Hamilton
"Those who have carefully attended to its vices and deformities as they have been exhibited by experience or delineated in the course of these papers, must feel invincible repugnancy to trusting the national interests in any degree to its operation",Hamilton
"Its inevitable tendency, whenever it is brought into activity, must be to enfeeble the Union, and sow the seeds of discord and contention between the federal head and its members, and between the members themselves",Hamilton
"Can it be expected that the deficiencies would be better supplied in this mode than the total wants of the Union have heretofore been supplied in the same mode? It ought to be recollected that if less will be required from the States, they will have proportionably less means to answer the demand",Hamilton
"If the opinions of those who contend for the distinction which has been mentioned were to be received as evidence of truth, one would be led to conclude that there was some known point in the economy of national affairs at which it would be safe to stop and to say: Thus far the ends of public happiness will be promoted by supplying the wants of government, and all beyond this is unworthy of our care or anxiety",Hamilton
"How is it possible that a government half supplied and always necessitous, can fulfill the purposes of its institution, can provide for the security, advance the prosperity, or support the reputation of the commonwealth? How can it ever possess either energy or stability, dignity or credit, confidence at home or respectability abroad? How can its administration be any thing else than a succession of expedients temporizing, impotent, disgraceful? How will it be able to avoid a frequent sacrifice of its engagements to immediate necessity? How can it undertake or execute any liberal or enlarged plans of public good?Let us attend to what would be the effects of this situation in the very first war in which we should happen to be engaged",Hamilton
"We will presume, for argument's sake, that the revenue arising from the impost duties answers the purposes of a provision for the public debt and of a peace establishment for the Union",Hamilton
"Thus circumstanced, a war breaks out",Hamilton
"What would be the probable conduct of the government in such an emergency? Taught by experience that proper dependence could not be placed on the success of requisitions, unable by its own authority to lay hold of fresh resources, and urged by considerations of national danger, would it not be driven to the expedient of diverting the funds already appropriated from their proper objects to the defense of the State? It is not easy to see how a step of this kind could be avoided; and if it should be taken, it is evident that it would prove the destruction of public credit at the very moment that it was becoming essential to the public safety",Hamilton
"To imagine that at such a crisis credit might be dispensed with, would be the extreme of infatuation",Hamilton
"In the modern system of war, nations the most wealthy are obliged to have recourse to large loans",Hamilton
A country so little opulent as ours must feel this necessity in a much stronger degree,Hamilton
But who would lend to a government that prefaced its overtures for borrowing by an act which demonstrated that no reliance could be placed on the steadiness of its measures for paying? The loans it might be able to procure would be as limited in their extent as burdensome in their conditions,Hamilton
"They would be made upon the same principles that usurers commonly lend to bankrupt and fraudulent debtors, with a sparing hand and at enormous premiums",Hamilton
"It may perhaps be imagined that, from the scantiness of the resources of the country, the necessity of diverting the established funds in the case supposed would exist, though the national government should possess an unrestrained power of taxation",Hamilton
"But two considerations will serve to quiet all apprehension on this head: one is, that we are sure the resources of the community, in their full extent, will be brought into activity for the benefit of the Union; the other is, that whatever deficiences there may be, can without difficulty be supplied by loans",Hamilton
"The power of creating new funds upon new objects of taxation, by its own authority, would enable the national government to borrow as far as its necessities might require",Hamilton
"Foreigners, as well as the citizens of America, could then reasonably repose confidence in its engagements; but to depend upon a government that must itself depend upon thirteen other governments for the means of fulfilling its contracts, when once its situation is clearly understood, would require a degree of credulity not often to be met with in the pecuniary transactions of mankind, and little reconcilable with the usual sharp-sightedness of avarice",Hamilton
"Reflections of this kind may have trifling weight with men who hope to see realized in America the halcyon scenes of the poetic or fabulous age; but to those who believe we are likely to experience a common portion of the vicissitudes and calamities which have fallen to the lot of other nations, they must appear entitled to serious attention",Hamilton
"Such men must behold the actual situation of their country with painful solicitude, and deprecate the evils which ambition or revenge might, with too much facility, inflict upon it",Hamilton
"IN DISQUISITIONS of every kind, there are certain primary truths, or first principles, upon which all subsequent reasonings must depend",Hamilton
"These contain an internal evidence which, antecedent to all reflection or combination, commands the assent of the mind",Hamilton
"Where it produces not this effect, it must proceed either from some defect or disorder in the organs of perception, or from the influence of some strong interest, or passion, or prejudice",Hamilton
"Of this nature are the maxims in geometry, that ""the whole is greater than its part; things equal to the same are equal to one another; two straight lines cannot enclose a space; and all right angles are equal to each other",Hamilton
""" Of the same nature are these other maxims in ethics and politics, that there cannot be an effect without a cause; that the means ought to be proportioned to the end; that every power ought to be commensurate with its object; that there ought to be no limitation of a power destined to effect a purpose which is itself incapable of limitation",Hamilton
"And there are other truths in the two latter sciences which, if they cannot pretend to rank in the class of axioms, are yet such direct inferences from them, and so obvious in themselves, and so agreeable to the natural and unsophisticated dictates of common-sense, that they challenge the assent of a sound and unbiased mind, with a degree of force and conviction almost equally irresistible",Hamilton
"The objects of geometrical inquiry are so entirely abstracted from those pursuits which stir up and put in motion the unruly passions of the human heart, that mankind, without difficulty, adopt not only the more simple theorems of the science, but even those abstruse paradoxes which, however they may appear susceptible of demonstration, are at variance with the natural conceptions which the mind, without the aid of philosophy, would be led to entertain upon the subject",Hamilton
"The INFINITE DIVISIBILITY of matter, or, in other words, the INFINITE divisibility of a FINITE thing, extending even to the minutest atom, is a point agreed among geometricians, though not less incomprehensible to common-sense than any of those mysteries in religion, against which the batteries of infidelity have been so industriously leveled",Hamilton
"But in the sciences of morals and politics, men are found far less tractable",Hamilton
"To a certain degree, it is right and useful that this should be the case",Hamilton
Caution and investigation are a necessary armor against error and imposition,Hamilton
"But this untractableness may be carried too far, and may degenerate into obstinacy, perverseness, or disingenuity",Hamilton
"Though it cannot be pretended that the principles of moral and political knowledge have, in general, the same degree of certainty with those of the mathematics, yet they have much better claims in this respect than, to judge from the conduct of men in particular situations, we should be disposed to allow them",Hamilton
The obscurity is much oftener in the passions and prejudices of the reasoner than in the subject,Hamilton
"Men, upon too many occasions, do not give their own understandings fair play; but, yielding to some untoward bias, they entangle themselves in words and confound themselves in subtleties",Hamilton
"How else could it happen (if we admit the objectors to be sincere in their opposition), that positions so clear as those which manifest the necessity of a general power of taxation in the government of the Union, should have to encounter any adversaries among men of discernment? Though these positions have been elsewhere fully stated, they will perhaps not be improperly recapitulated in this place, as introductory to an examination of what may have been offered by way of objection to them",Hamilton
"They are in substance as follows:A government ought to contain in itself every power requisite to the full accomplishment of the objects committed to its care, and to the complete execution of the trusts for which it is responsible, free from every other control but a regard to the public good and to the sense of the people",Hamilton
"As the duties of superintending the national defense and of securing the public peace against foreign or domestic violence involve a provision for casualties and dangers to which no possible limits can be assigned, the power of making that provision ought to know no other bounds than the exigencies of the nation and the resources of the community",Hamilton
"As revenue is the essential engine by which the means of answering the national exigencies must be procured, the power of procuring that article in its full extent must necessarily be comprehended in that of providing for those exigencies",Hamilton
"As theory and practice conspire to prove that the power of procuring revenue is unavailing when exercised over the States in their collective capacities, the federal government must of necessity be invested with an unqualified power of taxation in the ordinary modes",Hamilton
"Did not experience evince the contrary, it would be natural to conclude that the propriety of a general power of taxation in the national government might safely be permitted to rest on the evidence of these propositions, unassisted by any additional arguments or illustrations",Hamilton
"But we find, in fact, that the antagonists of the proposed Constitution, so far from acquiescing in their justness or truth, seem to make their principal and most zealous effort against this part of the plan",Hamilton
It may therefore be satisfactory to analyze the arguments with which they combat it,Hamilton
"Those of them which have been most labored with that view, seem in substance to amount to this: ""It is not true, because the exigencies of the Union may not be susceptible of limitation, that its power of laying taxes ought to be unconfined",Hamilton
Revenue is as requisite to the purposes of the local administrations as to those of the Union; and the former are at least of equal importance with the latter to the happiness of the people,Hamilton
"It is, therefore, as necessary that the State governments should be able to command the means of supplying their wants, as that the national government should possess the like faculty in respect to the wants of the Union",Hamilton
"But an indefinite power of taxation in the LATTER might, and probably would in time, deprive the FORMER of the means of providing for their own necessities; and would subject them entirely to the mercy of the national legislature",Hamilton
"As the laws of the Union are to become the supreme law of the land, as it is to have power to pass all laws that may be NECESSARY for carrying into execution the authorities with which it is proposed to vest it, the national government might at any time abolish the taxes imposed for State objects upon the pretense of an interference with its own",Hamilton
It might allege a necessity of doing this in order to give efficacy to the national revenues,Hamilton
"And thus all the resources of taxation might by degrees become the subjects of federal monopoly, to the entire exclusion and destruction of the State governments",Hamilton
"""This mode of reasoning appears sometimes to turn upon the supposition of usurpation in the national government; at other times it seems to be designed only as a deduction from the constitutional operation of its intended powers",Hamilton
It is only in the latter light that it can be admitted to have any pretensions to fairness,Hamilton
"The moment we launch into conjectures about the usurpations of the federal government, we get into an unfathomable abyss, and fairly put ourselves out of the reach of all reasoning",Hamilton
"Imagination may range at pleasure till it gets bewildered amidst the labyrinths of an enchanted castle, and knows not on which side to turn to extricate itself from the perplexities into which it has so rashly adventured",Hamilton
"Whatever may be the limits or modifications of the powers of the Union, it is easy to imagine an endless train of possible dangers; and by indulging an excess of jealousy and timidity, we may bring ourselves to a state of absolute scepticism and irresolution",Hamilton
"I repeat here what I have observed in substance in another place, that all observations founded upon the danger of usurpation ought to be referred to the composition and structure of the government, not to the nature or extent of its powers",Hamilton
"The State governments, by their original constitutions, are invested with complete sovereignty",Hamilton
"In what does our security consist against usurpation from that quarter? Doubtless in the manner of their formation, and in a due dependence of those who are to administer them upon the people",Hamilton
"If the proposed construction of the federal government be found, upon an impartial examination of it, to be such as to afford, to a proper extent, the same species of security, all apprehensions on the score of usurpation ought to be discarded",Hamilton
It should not be forgotten that a disposition in the State governments to encroach upon the rights of the Union is quite as probable as a disposition in the Union to encroach upon the rights of the State governments,Hamilton
"What side would be likely to prevail in such a conflict, must depend on the means which the contending parties could employ toward insuring success",Hamilton
"As in republics strength is always on the side of the people, and as there are weighty reasons to induce a belief that the State governments will commonly possess most influence over them, the natural conclusion is that such contests will be most apt to end to the disadvantage of the Union; and that there is greater probability of encroachments by the members upon the federal head, than by the federal head upon the members",Hamilton
"But it is evident that all conjectures of this kind must be extremely vague and fallible: and that it is by far the safest course to lay them altogether aside, and to confine our attention wholly to the nature and extent of the powers as they are delineated in the Constitution",Hamilton
"Every thing beyond this must be left to the prudence and firmness of the people; who, as they will hold the scales in their own hands, it is to be hoped, will always take care to preserve the constitutional equilibrium between the general and the State governments",Hamilton
"Upon this ground, which is evidently the true one, it will not be difficult to obviate the objections which have been made to an indefinite power of taxation in the United States",Hamilton
"ALTHOUGH I am of opinion that there would be no real danger of the consequences which seem to be apprehended to the State governments from a power in the Union to control them in the levies of money, because I am persuaded that the sense of the people, the extreme hazard of provoking the resentments of the State governments, and a conviction of the utility and necessity of local administrations for local purposes, would be a complete barrier against the oppressive use of such a power; yet I am willing here to allow, in its full extent, the justness of the reasoning which requires that the individual States should possess an independent and uncontrollable authority to raise their own revenues for the supply of their own wants",Hamilton
"And making this concession, I affirm that (with the sole exception of duties on imports and exports) they would, under the plan of the convention, retain that authority in the most absolute and unqualified sense; and that an attempt on the part of the national government to abridge them in the exercise of it, would be a violent assumption of power, unwarranted by any article or clause of its Constitution",Hamilton
"An entire consolidation of the States into one complete national sovereignty would imply an entire subordination of the parts; and whatever powers might remain in them, would be altogether dependent on the general will",Hamilton
"But as the plan of the convention aims only at a partial union or consolidation, the State governments would clearly retain all the rights of sovereignty which they before had, and which were not, by that act, EXCLUSIVELY delegated to the United States",Hamilton
"This exclusive delegation, or rather this alienation, of State sovereignty, would only exist in three cases: where the Constitution in express terms granted an exclusive authority to the Union; where it granted in one instance an authority to the Union, and in another prohibited the States from exercising the like authority; and where it granted an authority to the Union, to which a similar authority in the States would be absolutely and totally CONTRADICTORY and REPUGNANT",Hamilton
"I use these terms to distinguish this last case from another which might appear to resemble it, but which would, in fact, be essentially different; I mean where the exercise of a concurrent jurisdiction might be productive of occasional interferences in the POLICY of any branch of administration, but would not imply any direct contradiction or repugnancy in point of constitutional authority",Hamilton
"These three cases of exclusive jurisdiction in the federal government may be exemplified by the following instances: The last clause but one in the eighth section of the first article provides expressly that Congress shall exercise ""EXCLUSIVE LEGISLATION"" over the district to be appropriated as the seat of government",Hamilton
This answers to the first case,Hamilton
"The first clause of the same section empowers Congress ""TO LAY AND COLLECT TAXES, DUTIES, IMPOSTS AND EXCISES""; and the second clause of the tenth section of the same article declares that, ""NO STATE SHALL, without the consent of Congress, LAY ANY IMPOSTS OR DUTIES ON IMPORTS OR EXPORTS, except for the purpose of executing its inspection laws",Hamilton
""" Hence would result an exclusive power in the Union to lay duties on imports and exports, with the particular exception mentioned; but this power is abridged by another clause, which declares that no tax or duty shall be laid on articles exported from any State; in consequence of which qualification, it now only extends to the DUTIES ON IMPORTS",Hamilton
This answers to the second case,Hamilton
"The third will be found in that clause which declares that Congress shall have power ""to establish an UNIFORM RULE of naturalization throughout the United States",Hamilton
""" This must necessarily be exclusive; because if each State had power to prescribe a DISTINCT RULE, there could not be a UNIFORM RULE",Hamilton
"A case which may perhaps be thought to resemble the latter, but which is in fact widely different, affects the question immediately under consideration",Hamilton
I mean the power of imposing taxes on all articles other than exports and imports,Hamilton
"This, I contend, is manifestly a concurrent and coequal authority in the United States and in the individual States",Hamilton
There is plainly no expression in the granting clause which makes that power EXCLUSIVE in the Union,Hamilton
There is no independent clause or sentence which prohibits the States from exercising it,Hamilton
"So far is this from being the case, that a plain and conclusive argument to the contrary is to be deduced from the restraint laid upon the States in relation to duties on imports and exports",Hamilton
"This restriction implies an admission that, if it were not inserted, the States would possess the power it excludes; and it implies a further admission, that as to all other taxes, the authority of the States remains undiminished",Hamilton
"In any other view it would be both unnecessary and dangerous; it would be unnecessary, because if the grant to the Union of the power of laying such duties implied the exclusion of the States, or even their subordination in this particular, there could be no need of such a restriction; it would be dangerous, because the introduction of it leads directly to the conclusion which has been mentioned, and which, if the reasoning of the objectors be just, could not have been intended; I mean that the States, in all cases to which the restriction did not apply, would have a concurrent power of taxation with the Union",Hamilton
"The restriction in question amounts to what lawyers call a NEGATIVE PREGNANT that is, a NEGATION of one thing, and an AFFIRMANCE of another; a negation of the authority of the States to impose taxes on imports and exports, and an affirmance of their authority to impose them on all other articles",Hamilton
"It would be mere sophistry to argue that it was meant to exclude them ABSOLUTELY from the imposition of taxes of the former kind, and to leave them at liberty to lay others SUBJECT TO THE CONTROL of the national legislature",Hamilton
"The restraining or prohibitory clause only says, that they shall not, WITHOUT THE CONSENT OF CONGRESS, lay such duties; and if we are to understand this in the sense last mentioned, the Constitution would then be made to introduce a formal provision for the sake of a very absurd conclusion; which is, that the States, WITH THE CONSENT of the national legislature, might tax imports and exports; and that they might tax every other article, UNLESS CONTROLLED by the same body",Hamilton
"If this was the intention, why not leave it, in the first instance, to what is alleged to be the natural operation of the original clause, conferring a general power of taxation upon the Union? It is evident that this could not have been the intention, and that it will not bear a construction of the kind",Hamilton
"As to a supposition of repugnancy between the power of taxation in the States and in the Union, it cannot be supported in that sense which would be requisite to work an exclusion of the States",Hamilton
"It is, indeed, possible that a tax might be laid on a particular article by a State which might render it INEXPEDIENT that thus a further tax should be laid on the same article by the Union; but it would not imply a constitutional inability to impose a further tax",Hamilton
"The quantity of the imposition, the expediency or inexpediency of an increase on either side, would be mutually questions of prudence; but there would be involved no direct contradiction of power",Hamilton
"The particular policy of the national and of the State systems of finance might now and then not exactly coincide, and might require reciprocal forbearances",Hamilton
"It is not, however a mere possibility of inconvenience in the exercise of powers, but an immediate constitutional repugnancy that can by implication alienate and extinguish a pre-existing right of sovereignty",Hamilton
"The necessity of a concurrent jurisdiction in certain cases results from the division of the sovereign power; and the rule that all authorities, of which the States are not explicitly divested in favor of the Union, remain with them in full vigor, is not a theoretical consequence of that division, but is clearly admitted by the whole tenor of the instrument which contains the articles of the proposed Constitution",Hamilton
"We there find that, notwithstanding the affirmative grants of general authorities, there has been the most pointed care in those cases where it was deemed improper that the like authorities should reside in the States, to insert negative clauses prohibiting the exercise of them by the States",Hamilton
The tenth section of the first article consists altogether of such provisions,Hamilton
"This circumstance is a clear indication of the sense of the convention, and furnishes a rule of interpretation out of the body of the act, which justifies the position I have advanced and refutes every hypothesis to the contrary",Hamilton
THE residue of the argument against the provisions of the Constitution in respect to taxation is ingrafted upon the following clause,Hamilton
"The last clause of the eighth section of the first article of the plan under consideration authorizes the national legislature ""to make all laws which shall be NECESSARY and PROPER for carrying into execution THE POWERS by that Constitution vested in the government of the United States, or in any department or officer thereof""; and the second clause of the sixth article declares, ""that the Constitution and the laws of the United States made IN PURSUANCE THEREOF, and the treaties made by their authority shall be the SUPREME LAW of the land, any thing in the constitution or laws of any State to the contrary notwithstanding",Hamilton
"""These two clauses have been the source of much virulent invective and petulant declamation against the proposed Constitution",Hamilton
"They have been held up to the people in all the exaggerated colors of misrepresentation as the pernicious engines by which their local governments were to be destroyed and their liberties exterminated; as the hideous monster whose devouring jaws would spare neither sex nor age, nor high nor low, nor sacred nor profane; and yet, strange as it may appear, after all this clamor, to those who may not have happened to contemplate them in the same light, it may be affirmed with perfect confidence that the constitutional operation of the intended government would be precisely the same, if these clauses were entirely obliterated, as if they were repeated in every article",Hamilton
"They are only declaratory of a truth which would have resulted by necessary and unavoidable implication from the very act of constituting a federal government, and vesting it with certain specified powers",Hamilton
"This is so clear a proposition, that moderation itself can scarcely listen to the railings which have been so copiously vented against this part of the plan, without emotions that disturb its equanimity",Hamilton
"What is a power, but the ability or faculty of doing a thing? What is the ability to do a thing, but the power of employing the MEANS necessary to its execution? What is a LEGISLATIVE power, but a power of making LAWS? What are the MEANS to execute a LEGISLATIVE power but LAWS? What is the power of laying and collecting taxes, but a LEGISLATIVE POWER, or a power of MAKING LAWS, to lay and collect taxes? What are the propermeans of executing such a power, but NECESSARY and PROPER laws?This simple train of inquiry furnishes us at once with a test by which to judge of the true nature of the clause complained of",Hamilton
"It conducts us to this palpable truth, that a power to lay and collect taxes must be a power to pass all laws NECESSARY and PROPER for the execution of that power; and what does the unfortunate and culumniated provision in question do more than declare the same truth, to wit, that the national legislature, to whom the power of laying and collecting taxes had been previously given, might, in the execution of that power, pass all laws NECESSARY and PROPER to carry it into effect? I have applied these observations thus particularly to the power of taxation, because it is the immediate subject under consideration, and because it is the most important of the authorities proposed to be conferred upon the Union",Hamilton
"But the same process will lead to the same result, in relation to all other powers declared in the Constitution",Hamilton
"And it is EXPRESSLY to execute these powers that the sweeping clause, as it has been affectedly called, authorizes the national legislature to pass all NECESSARY and PROPER laws",Hamilton
"If there is any thing exceptionable, it must be sought for in the specific powers upon which this general declaration is predicated",Hamilton
"The declaration itself, though it may be chargeable with tautology or redundancy, is at least perfectly harmless",Hamilton
"But SUSPICION may ask, Why then was it introduced? The answer is, that it could only have been done for greater caution, and to guard against all cavilling refinements in those who might hereafter feel a disposition to curtail and evade the legitimatb authorities of the Union",Hamilton
"The Convention probably foresaw, what it has been a principal aim of these papers to inculcate, that the danger which most threatens our political welfare is that the State governments will finally sap the foundations of the Union; and might therefore think it necessary, in so cardinal a point, to leave nothing to construction",Hamilton
"Whatever may have been the inducement to it, the wisdom of the precaution is evident from the cry which has been raised against it; as that very cry betrays a disposition to question the great and essential truth which it is manifestly the object of that provision to declare",Hamilton
"But it may be again asked, Who is to judge of the NECESSITY and PROPRIETY of the laws to be passed for executing the powers of the Union? I answer, first, that this question arises as well and as fully upon the simple grant of those powers as upon the declaratory clause; and I answer, in the second place, that the national government, like every other, must judge, in the first instance, of the proper exercise of its powers, and its constituents in the last",Hamilton
"If the federal government should overpass the just bounds of its authority and make a tyrannical use of its powers, the people, whose creature it is, must appeal to the standard they have formed, and take such measures to redress the injury done to the Constitution as the exigency may suggest and prudence justify",Hamilton
"The propriety of a law, in a constitutional light, must always be determined by the nature of the powers upon which it is founded",Hamilton
"Suppose, by some forced constructions of its authority (which, indeed, cannot easily be imagined), the Federal legislature should attempt to vary the law of descent in any State, would it not be evident that, in making such an attempt, it had exceeded its jurisdiction, and infringed upon that of the State? Suppose, again, that upon the pretense of an interference with its revenues, it should undertake to abrogate a landtax imposed by the authority of a State; would it not be equally evident that this was an invasion of that concurrent jurisdiction in respect to this species of tax, which its Constitution plainly supposes to exist in the State governments? If there ever should be a doubt on this head, the credit of it will be entirely due to those reasoners who, in the imprudent zeal of their animosity to the plan of the convention, have labored to envelop it in a cloud calculated to obscure the plainest and simplest truths",Hamilton
But it is said that the laws of the Union are to be the SUPREME LAW of the land,Hamilton
"But what inference can be drawn from this, or what would they amount to, if they were not to be supreme? It is evident they would amount to nothing",Hamilton
"A LAW, by the very meaning of the term, includes supremacy",Hamilton
It is a rule which those to whom it is prescribed are bound to observe,Hamilton
This results from every political association,Hamilton
"If individuals enter into a state of society, the laws of that society must be the supreme regulator of their conduct",Hamilton
"If a number of political societies enter into a larger political society, the laws which the latter may enact, pursuant to the powers intrusted to it by its constitution, must necessarily be supreme over those societies, and the individuals of whom they are composed",Hamilton
