sentence,author
"If we resort for a criterion to the different principles on which different forms of government are established, we may define a republic to be, or at least may bestow that name on, a government which derives all its powers directly or indirectly from the great body of the people, and is administered by persons holding their offices during pleasure, for a limited period, or during good behavior",Madison
"Under this head might be included the particular restraints imposed on the authority of the States, and certain powers of the judicial department; but the former are reserved for a distinct class, and the latter will be particularly examined when we arrive at the structure and organization of the government",Madison
"""Few parts of the Constitution have been assailed with more intemperance than this; yet on a fair investigation of it, no part can appear more completely invulnerable",Madison
"That this remaining task may be executed under impressions conducive to a just and fair result, some reflections must in this place be indulged, which candor previously suggests",Madison
"The inhabitants of the Atlantic frontier are all of them deeply interested in this provision for naval protection, and if they have hitherto been suffered to sleep quietly in their beds; if their property has remained safe against the predatory spirit of licentious adventurers; if their maritime towns have not yet been compelled to ransom themselves from the terrors of a conflagration, by yielding to the exactions of daring and sudden invaders, these instances of good fortune are not to be ascribed to the capacity of the existing government for the protection of those from whom it claims allegiance, but to causes that are fugitive and fallacious",Madison
"Here, then, are three sources of vague and incorrect definitions: indistinctness of the object, imperfection of the organ of conception, inadequateness of the vehicle of ideas",Madison
"Do they require that the powers of the government should act on the States, and not immediately on individuals? In some instances, as has been shown, the powers of the new government will act on the States in their collective characters",Madison
"But as new-fangled and artificial treasons have been the great engines by which violent factions, the natural offspring of free government, have usually wreaked their alternate malignity on each other, the convention have, with great judgment, opposed a barrier to this peculiar danger, by inserting a constitutional definition of the crime, fixing the proof necessary for conviction of it, and restraining the Congress, even in punishing it, from extending the consequences of guilt beyond the person of its author",Madison
"Hence, the number of representatives in the two cases not being in proportion to that of the two constituents, and being proportionally greater in the small republic, it follows that, if the proportion of fit characters be not less in the large than in the small republic, the former will present a greater option, and consequently a greater probability of a fit choice",Madison
"The arrangements that may be necessary for those angles and fractions of our territory which lie on our northwestern frontier, must be left to those whom further discoveries and experience will render more equal to the task",Madison
"Whenever the States may choose to substitute other republican forms, they have a right to do so, and to claim the federal guaranty for the latter",Madison
The sober people of America are weary of the fluctuating policy which has directed the public councils,Madison
"No stronger proof could be given of the distress under which these writers labor for objections, than their stooping to such a misconstruction",Madison
"Among communities united for particular purposes, it is vested partly in the general and partly in the municipal legislatures",Madison
"The instability, injustice, and confusion introduced into the public councils, have, in truth, been the mortal diseases under which popular governments have everywhere perished; as they continue to be the favorite and fruitful topics from which the adversaries to liberty derive their most specious declamations",Madison
"The definition of piracies might, perhaps, without inconveniency, be left to the law of nations; though a legislative definition of them is found in most municipal codes",Madison
"""To admit new States into the Union; but no new State shall be formed or erected within the jurisdiction of any other State; nor any State be formed by the junction of two or more States, or parts of States, without the consent of the legislatures of the States concerned, as well as of the Congress",Madison
"""The restraint on the power of the States over imports and exports is enforced by all the arguments which prove the necessity of submitting the regulation of trade to the federal councils",Madison
"Is it improper and unsafe to intermix the different powers of government in the same body of men? Congress, a single body of men, are the sole depositary of all the federal powers",Madison
"The federal Constitution forms a happy combination in this respect; the great and aggregate interests being referred to the national, the local and particular to the State legislatures",Madison
"In cases of capture; of piracy; of the post office; of coins, weights, and measures; of trade with the Indians; of claims under grants of land by different States; and, above all, in the case of trials by courts-marshal in the army and navy, by which death may be inflicted without the intervention of a jury, or even of a civil magistrate; in all these cases the powers of the Confederation operate immediately on the persons and interests of individual citizens",Madison
"Other combinations, resulting from a difference of local position and policy, must have created additional difficulties",Madison
""" The terms of article eighth are still more identical: ""All charges of war and all other expenses that shall be incurred for the common defense or general welfare, and allowed by the United States in Congress, shall be defrayed out of a common treasury,"" etc",Madison
"Passing by France and Spain, we find that in Great Britain, inferior as it may be in size, the representatives of the northern extremity of the island have as far to travel to the national council as will be required of those of the most remote parts of the Union",Madison
"But no language is so copious as to supply words and phrases for every complex idea, or so correct as not to include many equivocally denoting different ideas",Madison
"""In the articles of Confederation, no provision is found on this important subject",Madison
"Under such a regulation, it may well happen that the public voice, pronounced by the representatives of the people, will be more consonant to the public good than if pronounced by the people themselves, convened for the purpose",Madison
"There is a confusion of language here, which is remarkable",Madison
"No man would refuse to quit a shattered and tottering habitation for a firm and commodious building, because the latter had not a porch to it, or because some of the rooms might be a little larger or smaller, or the ceilings a little higher or lower than his fancy would have planned them",Madison
"But we may form very mistaken ideas on this subject, if we do not call to mind in our calculations, that the extent of revenue drawn from foreign commerce must vary with the variations, both in the extent and the kind of imports; and that these variations do not correspond with the progress of population, which must be the general measure of the public wants",Madison
"The physicians attend; the case of the patient is carefully examined; a consultation is held; they are unanimously agreed that the symptoms are critical, but that the case, with proper and timely relief, is so far from being desperate, that it may be made to issue in an improvement of his constitution",Madison
NEW PROVISIONS therein are also expressly authorized,Madison
"This power, also, has been examined already with much attention, and has, I trust, been clearly shown to be necessary, both in the extent and form given to it by the Constitution",Madison
The right to useful inventions seems with equal reason to belong to the inventors,Madison
"It is true that in controversies relating to the boundary between the two jurisdictions, the tribunal which is ultimately to decide, is to be established under the general government",Madison
"So far the government is FEDERAL, not NATIONAL",Madison
"Every shilling with which they overburden the inferior number, is a shilling saved to their own pockets",Madison
THE Constitution proposed by the convention may be considered under two general points of view,Madison
"It is worthy of remark that this objection, though the most plausible, has been the least urged in the publications which have swarmed against the convention",Madison
"It may clog the administration, it may convulse the society; but it will be unable to execute and mask its violence under the forms of the Constitution",Madison
"The jurisdiction of her several courts, general and local, of law, of equity, of admiralty, etc",Madison
"If these lessons teach us, on one hand, to admire the improvement made by America on the ancient mode of preparing and establishing regular plans of government, they serve not less, on the other, to admonish us of the hazards and difficulties incident to such experiments, and of the great imprudence of unnecessarily multiplying them",Madison
"To the proofs and remarks which former papers have brought into view on this subject, it may be added that without this supplemental provision, the great and essential power of regulating foreign commerce would have been incomplete and ineffectual",Madison
"The subordinate governments, which can extend their care to all those other subjects which can be separately provided for, will retain their due authority and activity",Madison
"Among the provisions for giving efficacy to the federal powers might be added those which belong to the executive and judiciary departments: but as these are reserved for particular examination in another place, I pass them over in this",Madison
"Bills of attainder, ex-post-facto laws, and laws impairing the obligation of contracts, are contrary to the first principles of the social compact, and to every principle of sound legislation",Madison
"AMONG the numerous advantages promised by a well-constructed Union, none deserves to be more accurately developed than its tendency to break and control the violence of faction",Madison
"Poland, which is a mixture of aristocracy and of monarchy in their worst forms, has been dignified with the same appellation",Madison
"The influence of factious leaders may kindle a flame within their particular States, but will be unable to spread a general conflagration through the other States",Madison
The mode preferred by the convention seems to be stamped with every mark of propriety,Madison
"The other point of difference is, the greater number of citizens and extent of territory which may be brought within the compass of republican than of democratic government; and it is this circumstance principally which renders factious combinations less to be dreaded in the former than in the latter",Madison
"The next relation is, to the sources from which the ordinary powers of government are to be derived",Madison
"The tenure by which the judges are to hold their places, is, as it unquestionably ought to be, that of good behavior",Madison
"Felony is a term of loose signification, even in the common law of England; and of various import in the statute law of that kingdom",Madison
"The new Constitution has accordingly, with great propriety, made provision against them, and all others proceeding from the defect of the Confederation on this head, by authorizing the general government to establish a uniform rule of naturalization throughout the United States",Madison
Security against foreign danger; 2,Madison
"The history of almost all the great councils and consultations held among mankind for reconciling their discordant opinions, assuaging their mutual jealousies, and adjusting their respective interests, is a history of factions, contentions, and disappointments, and may be classed among the most dark and degraded pictures which display the infirmities and depravities of the human character",Madison
"The defect of power in the existing Confederacy to regulate the commerce between its several members, is in the number of those which have been clearly pointed out by experience",Madison
"Stability, on the contrary, requires that the hands in which power is lodged should continue for a length of time the same",Madison
And under no latitude of construction will the term comprehend consuls,Madison
"How far the convention may have succeeded in this part of their work, will better appear on a more accurate view of it",Madison
"In this relation, then, the new Constitution will, if established, be a FEDERAL, and not a NATIONAL constitution",Madison
"Of these the first is, the ""power to make all laws which shall be necessary and proper for carrying into execution the foregoing powers, and all other powers vested by this Constitution in the government of the United States, or in any department or officer thereof",Madison
"It would have marked a want of foresight in the convention, which our own experience would have rendered inexcusable",Madison
"Liberty is to faction what air is to fire, an aliment without which it instantly expires",Madison
"The objects of the Union among the States, as described in article third, are ""their common defense, security of their liberties, and mutual and general welfare",Madison
"""This is a power of very great importance, and required by considerations similar to those which show the propriety of the former",Madison
"The Senate, on the other hand, will derive its powers from the States, as political and coequal societies; and these will be represented on the principle of equality in the Senate, as they now are in the existing Congress",Madison
"""To dispose of and make all needful rules and regulations respecting the territory or other property belonging to the United States, with a proviso, that nothing in the Constitution shall be so construed as to prejudice any claims of the United States, or of any particular State",Madison
"If Europe has the merit of discovering this great mechanical power in government, by the simple agency of which the will of the largest political body may be concentred, and its force directed to any object which the public good requires, America can claim the merit of making the discovery the basis of unmixed and extensive republics",Madison
"Had no important step been taken by the leaders of the Revolution for which a precedent could not be discovered, no government established of which an exact model did not present itself, the people of the United States might, at this moment have been numbered among the melancholy victims of misguided councils, must at best have been laboring under the weight of some of those forms which have crushed the liberties of the rest of mankind",Madison
"The communication between the Western and Atlantic districts, and between different parts of each, will be rendered more and more easy by those numerous canals with which the beneficence of nature has intersected our country, and which art finds it so little difficult to connect and complete",Madison
"Should abuses creep into one part, they are reformed by those that remain sound",Madison
"But is it necessary to suppose that these expressions are absolutely irreconcilable to each other; that no ALTERATIONS or PROVISIONS in THE ARTICLES OF THE CONFEDERATION could possibly mould them into a national and adequate government; into such a government as has been proposed by the convention? No stress, it is presumed, will, in this case, be laid on the TITLE; a change of that could never be deemed an exercise of ungranted power",Madison
"According to the former, letters of marque could be granted by the States after a declaration of war; according to the latter, these licenses must be obtained, as well during war as previous to its declaration, from the government of the United States",Madison
"It was remarked, on a former occasion, that the want of this pretext had saved the liberties of one nation in Europe",Madison
"In the next place, as the constitutions of some of the States do not even expressly and fully recognize the existing powers of the Confederacy, an express saving of the supremacy of the former would, in such States, have brought into question every power contained in the proposed Constitution",Madison
"These examples, which are nearly as dissimilar to each other as to a genuine republic, show the extreme inaccuracy with which the term has been used in political disquisitions",Madison
The immediate election of the President is to be made by the States in their political characters,Madison
"Without inquiring into the accuracy of the distinction on which the objection is founded, it will be necessary to a just estimate of its force, first, to ascertain the real character of the government in question; secondly, to inquire how far the convention were authorized to propose such a government; and thirdly, how far the duty they owed to their country could supply any defect of regular authority",Madison
"IN REVIEWING the defects of the existing Confederation, and showing that they cannot be supplied by a government of less energy than that before the public, several of the most important principles of the latter fell of course under consideration",Madison
"They had seen, in a variety of instances, assumptions by Congress, not only of recommendatory, but of operative, powers, warranted, in the public estimation, by occasions and objects infinitely less urgent than those by which their conduct was to be governed",Madison
"The convention, in delineating the boundary between the federal and State jurisdictions, must have experienced the full effect of them all",Madison
"Instead of reporting a plan requiring the confirmation OF THE LEGISLATURES OF ALL THE STATES, they have reported a plan which is to be confirmed by the PEOPLE, and may be carried into effect by NINE STATES ONLY",Madison
"Were every nation except France now to disband its peace establishments, the same event might follow",Madison
A supply of the omission is one of the lesser instances in which the convention have improved on the model before them,Madison
"The scene is now changed, and with it the part which the same motives dictate",Madison
"If a faction consists of less than a majority, relief is supplied by the republican principle, which enables the majority to defeat its sinister views by regular vote",Madison
It is said that the continuance of an army in that kingdom requires an annual vote of the legislature; whereas the American Constitution has lengthened this critical period to two years,Madison
"Whilst this objection circulates in vague and general expressions, there are but a few who lend their sanction to it",Madison
"Extend the sphere, and you take in a greater variety of parties and interests; you make it less probable that a majority of the whole will have a common motive to invade the rights of other citizens; or if such a common motive exists, it will be more difficult for all who feel it to discover their own strength, and to act in unison with each other",Madison
"A rage for paper money, for an abolition of debts, for an equal division of property, or for any other improper or wicked project, will be less apt to pervade the whole body of the Union than a particular member of it; in the same proportion as such a malady is more likely to taint a particular county or district, than an entire State",Madison
"Perspicuity, therefore, requires not only that the ideas should be distinctly formed, but that they should be expressed by words distinctly and exclusively appropriate to them",Madison
"No, my countrymen, shut your ears against this unhallowed language",Madison
did in the Old World,Madison
"It is but just to remark in favor of the latter description, that as our situation is universally admitted to be peculiarly critical, and to require indispensably that something should be done for our relief, the predetermined patron of what has been actually done may have taken his bias from the weight of these considerations, as well as from considerations of a sinister nature",Madison
"And Solon, according to Plutarch, was in a manner compelled, by the universal suffrage of his fellow-citizens, to take upon him the sole and absolute power of new-modeling the constitution",Madison
"This is not the only case in which the articles of Confederation have inconsiderately endeavored to accomplish impossibilities; to reconcile a partial sovereignty in the Union, with complete sovereignty in the States; to subvert a mathematical axiom, by taking away a part, and letting the whole remain",Madison
"I submit to you, my fellow-citizens, these considerations, in full confidence that the good sense which has so often marked your decisions will allow them their due weight and effect; and that you will never suffer difficulties, however formidable in appearance, or however fashionable the error on which they may be founded, to drive you into the gloomy and perilous scene into which the advocates for disunion would conduct you",Madison
"It may be collected from their proceedings, that they were deeply and unanimously impressed with the crisis, which had led their country almost with one voice to make so singular and solemn an experiment for correcting the errors of a system by which this crisis had been produced; that they were no less deeply and unanimously convinced that such a reform as they have proposed was absolutely necessary to effect the purposes of their appointment",Madison
"As every State may be divided into different districts, and its citizens into different classes, which give birth to contending interests and local jealousies, so the different parts of the United States are distinguished from each other by a variety of circumstances, which produce a like effect on a larger scale",Madison
"The right of coining money, which is here taken from the States, was left in their hands by the Confederation, as a concurrent right with that of Congress, under an exception in favor of the exclusive right of Congress to regulate the alloy and value",Madison
"If we are to be one nation in any respect, it clearly ought to be in respect to other nations",Madison
"But the admission of consuls into the United States, where no previous treaty has stipulated it, seems to have been nowhere provided for",Madison
"The apportionment of taxes on the various descriptions of property is an act which seems to require the most exact impartiality; yet there is, perhaps, no legislative act in which greater opportunity and temptation are given to a predominant party to trample on the rules of justice",Madison
""" Even among the zealous patrons of a council of state the most irreconcilable variance is discovered concerning the mode in which it ought to be constituted",Madison
A FIFTH class of provisions in favor of the federal authority consists of the following restrictions on the authority of the several States:1,Madison
"Happy would it be for the unfortunate Africans, if an equal prospect lay before them of being redeemed from the oppressions of their European brethren!Attempts have been made to pervert this clause into an objection against the Constitution, by representing it on one side as a criminal toleration of an illicit practice, and on another as calculated to prevent voluntary and beneficial emigrations from Europe to America",Madison
"I content myself with one, which is obvious and conclusive",Madison
"A frequent change of men will result from a frequent return of elections; and a frequent change of measures from a frequent change of men: whilst energy in government requires not only a certain duration of power, but the execution of it by a single hand",Madison
"Had every State a right to regulate the value of its coin, there might be as many different currencies as States, and thus the intercourse among them would be impeded; retrospective alterations in its value might be made, and thus the citizens of other States be injured, and animosities be kindled among the States themselves",Madison
"There are two rules of construction, dictated by plain reason, as well as founded on legal axioms",Madison
"But it could not be less folly to abolish liberty, which is essential to political life, because it nourishes faction, than it would be to wish the annihilation of air, which is essential to animal life, because it imparts to fire its destructive agency",Madison
"There being no such intermediate body between the State legislatures and the people interested in watching the conduct of the former, violations of the State constitutions are more likely to remain unnoticed and unredressed",Madison
"Hearken not to the unnatural voice which tells you that the people of America, knit together as they are by so many cords of affection, can no longer live together as members of the same family; can no longer continue the mutual guardians of their mutual happiness; can no longer be fellowcitizens of one great, respectable, and flourishing empire",Madison
The error which limits republican government to a narrow district has been unfolded and refuted in preceding papers,Madison
"The one is, that every part of the expression ought, if possible, to be allowed some meaning, and be made to conspire to some common end",Madison
"It were doubtless to be wished, that the power of prohibiting the importation of slaves had not been postponed until the year 1808, or rather that it had been suffered to have immediate operation",Madison
The express authority of the people alone could give due validity to the Constitution,Madison
"Its jurisdiction is limited to certain enumerated objects, which concern all the members of the republic, but which are not to be attained by the separate provisions of any",Madison
"As long as the connection subsists between his reason and his self-love, his opinions and his passions will have a reciprocal influence on each other; and the former will be objects to which the latter will attach themselves",Madison
""" And it is asked by what authority this bold and radical innovation was undertaken? The handle which has been made of this objection requires that it should be examined with some precision",Madison
"Questions daily occur in the course of practice, which prove the obscurity which reins in these subjects, and which puzzle the greatest adepts in political science",Madison
"Some such tribunal is clearly essential to prevent an appeal to the sword and a dissolution of the compact; and that it ought to be established under the general rather than under the local governments, or, to speak more properly, that it could be safely established under the first alone, is a position not likely to be combated",Madison
"By the laws of several States, certain descriptions of aliens, who had rendered themselves obnoxious, were laid under interdicts inconsistent not only with the rights of citizenship but with the privilege of residence",Madison
"It is not a great deal larger than Germany, where a diet representing the whole empire is continually assembled; or than Poland before the late dismemberment, where another national diet was the depositary of the supreme power",Madison
"It may display the subtlety of the writer; it may open a boundless field for rhetoric and declamation; it may inflame the passions of the unthinking, and may confirm the prejudices of the misthinking: but cool and candid people will at once reflect, that the purest of human blessings must have a portion of alloy in them; that the choice must always be made, if not of the lesser evil, at least of the GREATER, not the PERFECT, good; and that in every political institution, a power to advance the public happiness involves a discretion which may be misapplied and abused",Madison
The mode provided by the plan of the convention is not founded on either of these principles,Madison
"The THIRD point to be inquired into is, how far considerations of duty arising out of the case itself could have supplied any defect of regular authority",Madison
"If it be asked what is to be the consequence, in case the Congress shall misconstrue this part of the Constitution, and exercise powers not warranted by its true meaning, I answer, the same as if they should misconstrue or enlarge any other power vested in them; as if the general power had been reduced to particulars, and any one of these were to be violated; the same, in short, as if the State legislatures should violate the irrespective constitutional authorities",Madison
The clearest marks of this prudence are stamped on the proposed Constitution,Madison
By what means is this object attainable? Evidently by one of two only,Madison
"To be fully sensible of this, we need only suppose for a moment that the supremacy of the State constitutions had been left complete by a saving clause in their favor",Madison
"It is needless, therefore, to remark further on this head, than that the manner in which the restraint is qualified seems well calculated at once to secure to the States a reasonable discretion in providing for the conveniency of their imports and exports, and to the United States a reasonable check against the abuse of this discretion",Madison
"Another is puzzled to say which of these shapes it will ultimately assume, but sees clearly it must be one or other of them; whilst a fourth is not wanting, who with no less confidence affirms that the Constitution is so far from having a bias towards either of these dangers, that the weight on that side will not be sufficient to keep it upright and firm against its opposite propensities",Madison
"""This can only be considered as a declaratory proposition; and may have been inserted, among other reasons, for the satisfaction of the foreign creditors of the United States, who cannot be strangers to the pretended doctrine, that a change in the political form of civil society has the magical effect of dissolving its moral obligations",Madison
"That we may form a correct judgment on this subject, it will be proper to review the several powers conferred on the government of the Union; and that this may be the more conveniently done they may be reduced into different classes as they relate to the following different objects: 1",Madison
"But who can say what experiments may be produced by the caprice of particular States, by the ambition of enterprising leaders, or by the intrigues and influence of foreign powers? To the second question it may be answered, that if the general government should interpose by virtue of this constitutional authority, it will be, of course, bound to pursue the authority",Madison
"The general precaution, that no new States shall be formed, without the concurrence of the federal authority, and that of the States concerned, is consonant to the principles which ought to govern such transactions",Madison
"There are again two methods of removing the causes of faction: the one, by destroying the liberty which is essential to its existence; the other, by giving to every citizen the same opinions, the same passions, and the same interests",Madison
"The Achaean league received its first birth from Achaeus, and its second from Aratus",Madison
"To this accidental source of the error may be added the artifice of some celebrated authors, whose writings have had a great share in forming the modern standard of political opinions",Madison
"""To guarantee to every State in the Union a republican form of government; to protect each of them against invasion; and on application of the legislature, or of the executive (when the legislature cannot be convened), against domestic violence",Madison
These articles contain no provision for the case of offenses against the law of nations; and consequently leave it in the power of any indiscreet member to embroil the Confederacy with foreign nations,Madison
"With equal readiness will it be perceived, that besides these inducements to candor, many allowances ought to be made for the difficulties inherent in the very nature of the undertaking referred to the convention",Madison
I will not repeat here the observations which I flatter myself have placed this subject in a just and satisfactory light,Madison
"The more intimate the nature of such a union may be, the greater interest have the members in the political institutions of each other; and the greater right to insist that the forms of government under which the compact was entered into should be SUBSTANTIALLY maintained",Madison
Several reasons might be assigned for the distinction,Madison
"From a comparison and fair construction of these several modes of expression, is to be deduced the authority under which the convention acted",Madison
"If we except perhaps Virginia and Maryland, which are peculiarly vulnerable on their eastern frontiers, no part of the Union ought to feel more anxiety on this subject than New York",Madison
"""The utility of this power will scarcely be questioned",Madison
"In general, it may be observed, that although no political relation can subsist between the assenting and dissenting States, yet the moral relations will remain uncancelled",Madison
"In several cases, and particularly in the trial of controversies to which States may be parties, they must be viewed and proceeded against in their collective and political capacities only",Madison
"No man would refuse to give brass for silver or gold, because the latter had some alloy in it",Madison
"But if the government be national with regard to the OPERATION of its powers, it changes its aspect again when we contemplate it in relation to the EXTENT of its powers",Madison
"The experience of ages, with the continued and combined labors of the most enlightened legislatures and jurists, has been equally unsuccessful in delineating the several objects and limits of different codes of laws and different tribunals of justice",Madison
"The remaining particulars of this clause fall within reasonings which are either so obvious, or have been so fully developed, that they may be passed over without remark",Madison
"It is observable that among the numerous objections and amendments suggested by the several States, when these articles were submitted for their ratification, not one is found which alludes to the great and radical error which on actual trial has discovered itself",Madison
Justice ought to hold the balance between them,Madison
"According to most of them, the chief magistrate himself is so appointed",Madison
"The sum of what has been here advanced and proved is, that the charge against the convention of exceeding their powers, except in one instance little urged by the objectors, has no foundation to support it; that if they had exceeded their powers, they were not only warranted, but required, as the confidential servants of their country, by the circumstances in which they were placed, to exercise the liberty which they assume; and that finally, if they had violated both their powers and their obligations, in proposing a Constitution, this ought nevertheless to be embraced, if it be calculated to accomplish the views and happiness of the people of America",Madison
"They must have borne in mind, that as the plan to be framed and proposed was to be submitted TO THE PEOPLE THEMSELVES, the disapprobation of this supreme authority would destroy it forever; its approbation blot out antecedent errors and irregularities",Madison
Congress have assumed the administration of this stock,Madison
"The claims of justice, both on one side and on the other, will be in force, and must be fulfilled; the rights of humanity must in all cases be duly and mutually respected; whilst considerations of a common interest, and, above all, the remembrance of the endearing scenes which are past, and the anticipation of a speedy triumph over the obstacles to reunion, will, it is hoped, not urge in vain MODERATION on one side, and PRUDENCE on the other",Madison
"It may be inconvenient for Georgia, or the States forming our western or northeastern borders, to send their representatives to the seat of government; but they would find it more so to struggle alone against an invading enemy, or even to support alone the whole expense of those precautions which may be dictated by the neighborhood of continual danger",Madison
"In the first place, as these constitutions invest the State legislatures with absolute sovereignty, in all cases not excepted by the existing articles of Confederation, all the authorities contained in the proposed Constitution, so far as they exceed those enumerated in the Confederation, would have been annulled, and the new Congress would have been reduced to the same impotent condition with their predecessors",Madison
"Can it be said that the limits of the United States exceed this distance? It will not be said by those who recollect that the Atlantic coast is the longest side of the Union, that during the term of thirteen years, the representatives of the States have been almost continually assembled, and that the members from the most distant States are not chargeable with greater intermissions of attendance than those from the States in the neighborhood of Congress",Madison
"Should it unhappily be necessary to appeal to these delicate truths for a justification for dispensing with the consent of particular States to a dissolution of the federal pact, will not the complaining parties find it a difficult task to answer the MULTIPLIED and IMPORTANT infractions with which they may be confronted? The time has been when it was incumbent on us all to veil the ideas which this paragraph exhibits",Madison
"In fine, the world would have seen, for the first time, a system of government founded on an inversion of the fundamental principles of all government; it would have seen the authority of the whole society every where subordinate to the authority of the parts; it would have seen a monster, in which the head was under the direction of the members",Madison
Whether the entire mass of them be dangerous to the portion of jurisdiction left in the several States? Is the aggregate power of the general government greater than ought to have been vested in it? This is the FIRST question,Madison
"""This article speaks for itself",Madison
"Some, who have not denied the necessity of the power of taxation, have grounded a very fierce attack against the Constitution, on the language in which it is defined",Madison
"Why the terms FREE INHABITANTS are used in one part of the article, FREE CITIZENS in another, and PEOPLE in another; or what was meant by superadding to ""all privileges and immunities of free citizens,"" ""all the privileges of trade and commerce,"" cannot easily be determined",Madison
"In the next place, as each representative will be chosen by a greater number of citizens in the large than in the small republic, it will be more difficult for unworthy candidates to practice with success the vicious arts by which elections are too often carried; and the suffrages of the people being more free, will be more likely to centre in men who possess the most attractive merit and the most diffusive and established characters",Madison
"With what color of propriety could the force necessary for defense be limited by those who cannot limit the force of offense? If a federal Constitution could chain the ambition or set bounds to the exertions of all other nations, then indeed might it prudently chain the discretion of its own government, and set bounds to the exertions for its own safety",Madison
"But the idea of an enumeration of particulars which neither explain nor qualify the general meaning, and can have no other effect than to confound and mislead, is an absurdity, which, as we are reduced to the dilemma of charging either on the authors of the objection or on the authors of the Constitution, we must take the liberty of supposing, had not its origin with the latter",Madison
"Of this truth, the management of the opposition to the federal government is an unvaried exemplification",Madison
"Such a fallacy may have been the less perceived, as most of the popular governments of antiquity were of the democratic species; and even in modern Europe, to which we owe the great principle of representation, no example is seen of a government wholly popular, and founded, at the same time, wholly on that principle",Madison
"They have seen with regret and indignation that sudden changes and legislative interferences, in cases affecting personal rights, become jobs in the hands of enterprising and influential speculators, and snares to the more-industrious and lessinformed part of the community",Madison
"It is worse than in vain; because it plants in the Constitution itself necessary usurpations of power, every precedent of which is a germ of unnecessary and multiplied repetitions",Madison
"The public money expended on such places, and the public property deposited in them, requires that they should be exempt from the authority of the particular State",Madison
"No man is allowed to be a judge in his own cause, because his interest would certainly bias his judgment, and, not improbably, corrupt his integrity",Madison
"Let us examine the points in which it varies from pure democracy, and we shall comprehend both the nature of the cure and the efficacy which it must derive from the Union",Madison
"A GREAT and INDEPENDENT fund of revenue is passing into the hands of a SINGLE BODY of men, who can RAISE TROOPS to an INDEFINITE NUMBER, and appropriate money to their support for an INDEFINITE PERIOD OF TIME",Madison
"The Senate is elective, for the period of six years; which is but one year more than the period of the Senate of Maryland, and but two more than that of the Senates of New York and Virginia",Madison
Her seacoast is extensive,Madison
"Nor will they barely make allowances for the errors which may be chargeable on the fallibility to which the convention, as a body of men, were liable; but will keep in mind, that they themselves also are but men, and ought not to assume an infallibility in rejudging the fallible opinions of others",Madison
"Both of them are comprised in the articles of Confederation, with this difference only, that the former is disembarrassed, by the plan of the convention, of an exception, under which treaties might be substantially frustrated by regulations of the States; and that a power of appointing and receiving ""other public ministers and consuls,"" is expressly and very properly added to the former provision concerning ambassadors",Madison
"A power to destroy the freedom of the press, the trial by jury, or even to regulate the course of descents, or the forms of conveyances, must be very singularly expressed by the terms ""to raise money for the general welfare",Madison
"In the fourth article of the Confederation, it is declared ""that the FREE INHABITANTS of each of these States, paupers, vagabonds, and fugitives from justice, excepted, shall be entitled to all privileges and immunities of FREE CITIZENS in the several States; and THE PEOPLE of each State shall, in every other, enjoy all the privileges of trade and commerce,"" etc",Madison
"""From these two acts, it appears, 1st, that the object of the convention was to establish, in these States, A FIRM NATIONAL GOVERNMENT; 2d, that this government was to be such as would be ADEQUATE TO THE EXIGENCIES OF GOVERNMENT and THE PRESERVATION OF THE UNION; 3d, that these purposes were to be effected by ALTERATIONS AND PROVISIONS IN THE ARTICLES OF CONFEDERATION, as it is expressed in the act of Congress, or by SUCH FURTHER PROVISIONS AS SHOULD APPEAR NECESSARY, as it stands in the recommendatory act from Annapolis; 4th, that the alterations and provisions were to be reported to Congress, and to the States, in order to be agreed to by the former and confirmed by the latter",Madison
"The faculties of the mind itself have never yet been distinguished and defined, with satisfactory precision, by all the efforts of the most acute and metaphysical philosophers",Madison
"On what principle the Confederation, which stands in the solemn form of a compact among the States, can be superseded without the unanimous consent of the parties to it? 2",Madison
"All that remains, within this branch of our inquiries, is to take notice of an objection that may be drawn from the great extent of country which the Union embraces",Madison
"The SECOND, to the particular structure of the government, and the distribution of this power among its several branches",Madison
